source,target,flow,year
Alabama,Alaska,392,2006
Alabama,Arizona,1304,2006
Alabama,Arkansas,1811,2006
Alabama,California,5984,2006
Alabama,Colorado,1158,2006
Alabama,Connecticut,213,2006
Alabama,Delaware,392,2006
Alabama,District of Columbia ,245,2006
Alabama,Florida,19258,2006
Alabama,Georgia,21146,2006
Alabama,Hawaii,352,2006
Alabama,Idaho,53,2006
Alabama,Illinois,4666,2006
Alabama,Indiana,3178,2006
Alabama,Iowa,893,2006
Alabama,Kansas,381,2006
Alabama,Kentucky,3267,2006
Alabama,Louisiana,10034,2006
Alabama,Maine,304,2006
Alabama,Maryland,739,2006
Alabama,Massachusetts,397,2006
Alabama,Michigan,4128,2006
Alabama,Minnesota,333,2006
Alabama,Mississippi,11325,2006
Alabama,Missouri,2271,2006
Alabama,Montana,0,2006
Alabama,Nebraska,66,2006
Alabama,Nevada,181,2006
Alabama,New Hampshire,101,2006
Alabama,New Jersey,1035,2006
Alabama,New Mexico,311,2006
Alabama,New York,3732,2006
Alabama,North Carolina,3926,2006
Alabama,North Dakota,326,2006
Alabama,Ohio,4535,2006
Alabama,Oklahoma,1757,2006
Alabama,Oregon,113,2006
Alabama,Pennsylvania,1277,2006
Alabama,Rhode Island,0,2006
Alabama,South Carolina,1679,2006
Alabama,South Dakota,53,2006
Alabama,Tennessee,8241,2006
Alabama,Texas,8457,2006
Alabama,Utah,1387,2006
Alabama,Vermont,351,2006
Alabama,Virginia,2316,2006
Alabama,Washington,1529,2006
Alabama,West Virginia,154,2006
Alabama,Wisconsin,1501,2006
Alabama,Wyoming,519,2006
Alaska,Alabama,751,2006
Alaska,Arizona,1190,2006
Alaska,Arkansas,503,2006
Alaska,California,3353,2006
Alaska,Colorado,968,2006
Alaska,Connecticut,498,2006
Alaska,Delaware,0,2006
Alaska,District of Columbia ,0,2006
Alaska,Florida,940,2006
Alaska,Georgia,1602,2006
Alaska,Hawaii,1190,2006
Alaska,Idaho,662,2006
Alaska,Illinois,349,2006
Alaska,Indiana,447,2006
Alaska,Iowa,377,2006
Alaska,Kansas,293,2006
Alaska,Kentucky,241,2006
Alaska,Louisiana,332,2006
Alaska,Maine,119,2006
Alaska,Maryland,117,2006
Alaska,Massachusetts,740,2006
Alaska,Michigan,346,2006
Alaska,Minnesota,1216,2006
Alaska,Mississippi,396,2006
Alaska,Missouri,476,2006
Alaska,Montana,729,2006
Alaska,Nebraska,1087,2006
Alaska,Nevada,1344,2006
Alaska,New Hampshire,62,2006
Alaska,New Jersey,153,2006
Alaska,New Mexico,14,2006
Alaska,New York,809,2006
Alaska,North Carolina,966,2006
Alaska,North Dakota,0,2006
Alaska,Ohio,556,2006
Alaska,Oklahoma,241,2006
Alaska,Oregon,2577,2006
Alaska,Pennsylvania,454,2006
Alaska,Rhode Island,206,2006
Alaska,South Carolina,61,2006
Alaska,South Dakota,0,2006
Alaska,Tennessee,71,2006
Alaska,Texas,2362,2006
Alaska,Utah,1483,2006
Alaska,Vermont,0,2006
Alaska,Virginia,1325,2006
Alaska,Washington,4850,2006
Alaska,West Virginia,37,2006
Alaska,Wisconsin,845,2006
Alaska,Wyoming,334,2006
Arizona,Alabama,1805,2006
Arizona,Alaska,3715,2006
Arizona,Arkansas,1163,2006
Arizona,California,85497,2006
Arizona,Colorado,7030,2006
Arizona,Connecticut,1392,2006
Arizona,Delaware,589,2006
Arizona,District of Columbia ,352,2006
Arizona,Florida,7667,2006
Arizona,Georgia,3084,2006
Arizona,Hawaii,2840,2006
Arizona,Idaho,4668,2006
Arizona,Illinois,9344,2006
Arizona,Indiana,3537,2006
Arizona,Iowa,5035,2006
Arizona,Kansas,1714,2006
Arizona,Kentucky,2744,2006
Arizona,Louisiana,2609,2006
Arizona,Maine,1430,2006
Arizona,Maryland,2763,2006
Arizona,Massachusetts,1824,2006
Arizona,Michigan,10422,2006
Arizona,Minnesota,6189,2006
Arizona,Mississippi,1068,2006
Arizona,Missouri,1583,2006
Arizona,Montana,2609,2006
Arizona,Nebraska,1991,2006
Arizona,Nevada,10495,2006
Arizona,New Hampshire,1536,2006
Arizona,New Jersey,3467,2006
Arizona,New Mexico,8583,2006
Arizona,New York,7128,2006
Arizona,North Carolina,3490,2006
Arizona,North Dakota,891,2006
Arizona,Ohio,7860,2006
Arizona,Oklahoma,2754,2006
Arizona,Oregon,7224,2006
Arizona,Pennsylvania,5623,2006
Arizona,Rhode Island,858,2006
Arizona,South Carolina,1804,2006
Arizona,South Dakota,2530,2006
Arizona,Tennessee,1776,2006
Arizona,Texas,17130,2006
Arizona,Utah,7727,2006
Arizona,Vermont,316,2006
Arizona,Virginia,3580,2006
Arizona,Washington,11774,2006
Arizona,West Virginia,52,2006
Arizona,Wisconsin,4367,2006
Arizona,Wyoming,1442,2006
Arkansas,Alabama,2678,2006
Arkansas,Alaska,751,2006
Arkansas,Arizona,4212,2006
Arkansas,California,9141,2006
Arkansas,Colorado,1766,2006
Arkansas,Connecticut,50,2006
Arkansas,Delaware,88,2006
Arkansas,District of Columbia ,324,2006
Arkansas,Florida,3666,2006
Arkansas,Georgia,1587,2006
Arkansas,Hawaii,853,2006
Arkansas,Idaho,392,2006
Arkansas,Illinois,2814,2006
Arkansas,Indiana,866,2006
Arkansas,Iowa,889,2006
Arkansas,Kansas,2030,2006
Arkansas,Kentucky,1755,2006
Arkansas,Louisiana,8216,2006
Arkansas,Maine,0,2006
Arkansas,Maryland,341,2006
Arkansas,Massachusetts,891,2006
Arkansas,Michigan,1961,2006
Arkansas,Minnesota,1838,2006
Arkansas,Mississippi,2767,2006
Arkansas,Missouri,10798,2006
Arkansas,Montana,130,2006
Arkansas,Nebraska,554,2006
Arkansas,Nevada,540,2006
Arkansas,New Hampshire,51,2006
Arkansas,New Jersey,1643,2006
Arkansas,New Mexico,1551,2006
Arkansas,New York,1546,2006
Arkansas,North Carolina,1496,2006
Arkansas,North Dakota,138,2006
Arkansas,Ohio,1706,2006
Arkansas,Oklahoma,8457,2006
Arkansas,Oregon,486,2006
Arkansas,Pennsylvania,635,2006
Arkansas,Rhode Island,0,2006
Arkansas,South Carolina,974,2006
Arkansas,South Dakota,0,2006
Arkansas,Tennessee,6862,2006
Arkansas,Texas,15022,2006
Arkansas,Utah,525,2006
Arkansas,Vermont,153,2006
Arkansas,Virginia,1157,2006
Arkansas,Washington,1107,2006
Arkansas,West Virginia,739,2006
Arkansas,Wisconsin,471,2006
Arkansas,Wyoming,84,2006
California,Alabama,4133,2006
California,Alaska,6376,2006
California,Arizona,31915,2006
California,Arkansas,3709,2006
California,Colorado,15885,2006
California,Connecticut,5596,2006
California,Delaware,1339,2006
California,District of Columbia ,2044,2006
California,Florida,27196,2006
California,Georgia,13384,2006
California,Hawaii,14421,2006
California,Idaho,6486,2006
California,Illinois,25149,2006
California,Indiana,6972,2006
California,Iowa,2380,2006
California,Kansas,5018,2006
California,Kentucky,1709,2006
California,Louisiana,10561,2006
California,Maine,2288,2006
California,Maryland,10140,2006
California,Massachusetts,13846,2006
California,Michigan,10693,2006
California,Minnesota,5647,2006
California,Mississippi,4660,2006
California,Missouri,5847,2006
California,Montana,1874,2006
California,Nebraska,2504,2006
California,Nevada,28855,2006
California,New Hampshire,1323,2006
California,New Jersey,8843,2006
California,New Mexico,4829,2006
California,New York,31703,2006
California,North Carolina,10901,2006
California,North Dakota,1934,2006
California,Ohio,13165,2006
California,Oklahoma,8025,2006
California,Oregon,25374,2006
California,Pennsylvania,11747,2006
California,Rhode Island,1664,2006
California,South Carolina,3426,2006
California,South Dakota,367,2006
California,Tennessee,6469,2006
California,Texas,49027,2006
California,Utah,9726,2006
California,Vermont,1658,2006
California,Virginia,14710,2006
California,Washington,34105,2006
California,West Virginia,530,2006
California,Wisconsin,10213,2006
California,Wyoming,1739,2006
Colorado,Alabama,1285,2006
Colorado,Alaska,1821,2006
Colorado,Arizona,13714,2006
Colorado,Arkansas,893,2006
Colorado,California,34803,2006
Colorado,Connecticut,675,2006
Colorado,Delaware,345,2006
Colorado,District of Columbia ,378,2006
Colorado,Florida,10327,2006
Colorado,Georgia,3039,2006
Colorado,Hawaii,2351,2006
Colorado,Idaho,1328,2006
Colorado,Illinois,6728,2006
Colorado,Indiana,1433,2006
Colorado,Iowa,2447,2006
Colorado,Kansas,4667,2006
Colorado,Kentucky,209,2006
Colorado,Louisiana,2246,2006
Colorado,Maine,718,2006
Colorado,Maryland,2275,2006
Colorado,Massachusetts,3951,2006
Colorado,Michigan,3531,2006
Colorado,Minnesota,3785,2006
Colorado,Mississippi,1369,2006
Colorado,Missouri,2856,2006
Colorado,Montana,1517,2006
Colorado,Nebraska,5722,2006
Colorado,Nevada,2815,2006
Colorado,New Hampshire,405,2006
Colorado,New Jersey,1650,2006
Colorado,New Mexico,5922,2006
Colorado,New York,3920,2006
Colorado,North Carolina,4152,2006
Colorado,North Dakota,590,2006
Colorado,Ohio,4921,2006
Colorado,Oklahoma,3708,2006
Colorado,Oregon,4133,2006
Colorado,Pennsylvania,3490,2006
Colorado,Rhode Island,508,2006
Colorado,South Carolina,531,2006
Colorado,South Dakota,1139,2006
Colorado,Tennessee,1057,2006
Colorado,Texas,16928,2006
Colorado,Utah,4678,2006
Colorado,Vermont,494,2006
Colorado,Virginia,4371,2006
Colorado,Washington,5839,2006
Colorado,West Virginia,155,2006
Colorado,Wisconsin,2303,2006
Colorado,Wyoming,6646,2006
Connecticut,Alabama,496,2006
Connecticut,Alaska,0,2006
Connecticut,Arizona,262,2006
Connecticut,Arkansas,0,2006
Connecticut,California,2727,2006
Connecticut,Colorado,660,2006
Connecticut,Delaware,160,2006
Connecticut,District of Columbia ,284,2006
Connecticut,Florida,6999,2006
Connecticut,Georgia,1299,2006
Connecticut,Hawaii,320,2006
Connecticut,Idaho,0,2006
Connecticut,Illinois,1607,2006
Connecticut,Indiana,236,2006
Connecticut,Iowa,113,2006
Connecticut,Kansas,301,2006
Connecticut,Kentucky,199,2006
Connecticut,Louisiana,269,2006
Connecticut,Maine,1030,2006
Connecticut,Maryland,1363,2006
Connecticut,Massachusetts,11956,2006
Connecticut,Michigan,932,2006
Connecticut,Minnesota,353,2006
Connecticut,Mississippi,0,2006
Connecticut,Missouri,485,2006
Connecticut,Montana,49,2006
Connecticut,Nebraska,487,2006
Connecticut,Nevada,55,2006
Connecticut,New Hampshire,945,2006
Connecticut,New Jersey,5064,2006
Connecticut,New Mexico,147,2006
Connecticut,New York,24838,2006
Connecticut,North Carolina,2542,2006
Connecticut,North Dakota,0,2006
Connecticut,Ohio,1941,2006
Connecticut,Oklahoma,101,2006
Connecticut,Oregon,440,2006
Connecticut,Pennsylvania,2425,2006
Connecticut,Rhode Island,3963,2006
Connecticut,South Carolina,1688,2006
Connecticut,South Dakota,41,2006
Connecticut,Tennessee,362,2006
Connecticut,Texas,3882,2006
Connecticut,Utah,654,2006
Connecticut,Vermont,1108,2006
Connecticut,Virginia,2458,2006
Connecticut,Washington,593,2006
Connecticut,West Virginia,76,2006
Connecticut,Wisconsin,160,2006
Connecticut,Wyoming,0,2006
Delaware,Alabama,0,2006
Delaware,Alaska,0,2006
Delaware,Arizona,55,2006
Delaware,Arkansas,204,2006
Delaware,California,325,2006
Delaware,Colorado,160,2006
Delaware,Connecticut,589,2006
Delaware,District of Columbia ,23,2006
Delaware,Florida,1613,2006
Delaware,Georgia,979,2006
Delaware,Hawaii,0,2006
Delaware,Idaho,0,2006
Delaware,Illinois,571,2006
Delaware,Indiana,391,2006
Delaware,Iowa,136,2006
Delaware,Kansas,0,2006
Delaware,Kentucky,99,2006
Delaware,Louisiana,136,2006
Delaware,Maine,283,2006
Delaware,Maryland,7065,2006
Delaware,Massachusetts,301,2006
Delaware,Michigan,211,2006
Delaware,Minnesota,0,2006
Delaware,Mississippi,375,2006
Delaware,Missouri,239,2006
Delaware,Montana,0,2006
Delaware,Nebraska,28,2006
Delaware,Nevada,53,2006
Delaware,New Hampshire,87,2006
Delaware,New Jersey,5245,2006
Delaware,New Mexico,0,2006
Delaware,New York,1523,2006
Delaware,North Carolina,614,2006
Delaware,North Dakota,0,2006
Delaware,Ohio,291,2006
Delaware,Oklahoma,0,2006
Delaware,Oregon,54,2006
Delaware,Pennsylvania,7588,2006
Delaware,Rhode Island,413,2006
Delaware,South Carolina,135,2006
Delaware,South Dakota,0,2006
Delaware,Tennessee,176,2006
Delaware,Texas,292,2006
Delaware,Utah,70,2006
Delaware,Vermont,0,2006
Delaware,Virginia,893,2006
Delaware,Washington,207,2006
Delaware,West Virginia,203,2006
Delaware,Wisconsin,0,2006
Delaware,Wyoming,0,2006
District of Columbia ,Alabama,0,2006
District of Columbia ,Alaska,288,2006
District of Columbia ,Arizona,225,2006
District of Columbia ,Arkansas,174,2006
District of Columbia ,California,2672,2006
District of Columbia ,Colorado,135,2006
District of Columbia ,Connecticut,1033,2006
District of Columbia ,Delaware,2474,2006
District of Columbia ,Florida,892,2006
District of Columbia ,Georgia,921,2006
District of Columbia ,Hawaii,123,2006
District of Columbia ,Idaho,130,2006
District of Columbia ,Illinois,1796,2006
District of Columbia ,Indiana,627,2006
District of Columbia ,Iowa,117,2006
District of Columbia ,Kansas,359,2006
District of Columbia ,Kentucky,536,2006
District of Columbia ,Louisiana,274,2006
District of Columbia ,Maine,113,2006
District of Columbia ,Maryland,10842,2006
District of Columbia ,Massachusetts,755,2006
District of Columbia ,Michigan,719,2006
District of Columbia ,Minnesota,68,2006
District of Columbia ,Mississippi,440,2006
District of Columbia ,Missouri,276,2006
District of Columbia ,Montana,27,2006
District of Columbia ,Nebraska,0,2006
District of Columbia ,Nevada,49,2006
District of Columbia ,New Hampshire,265,2006
District of Columbia ,New Jersey,784,2006
District of Columbia ,New Mexico,181,2006
District of Columbia ,New York,4831,2006
District of Columbia ,North Carolina,1730,2006
District of Columbia ,North Dakota,0,2006
District of Columbia ,Ohio,1169,2006
District of Columbia ,Oklahoma,154,2006
District of Columbia ,Oregon,154,2006
District of Columbia ,Pennsylvania,2918,2006
District of Columbia ,Rhode Island,189,2006
District of Columbia ,South Carolina,502,2006
District of Columbia ,South Dakota,0,2006
District of Columbia ,Tennessee,50,2006
District of Columbia ,Texas,2015,2006
District of Columbia ,Utah,201,2006
District of Columbia ,Vermont,0,2006
District of Columbia ,Virginia,6737,2006
District of Columbia ,Washington,464,2006
District of Columbia ,West Virginia,205,2006
District of Columbia ,Wisconsin,266,2006
District of Columbia ,Wyoming,0,2006
Florida,Alabama,13015,2006
Florida,Alaska,4995,2006
Florida,Arizona,6030,2006
Florida,Arkansas,3232,2006
Florida,California,27658,2006
Florida,Colorado,9275,2006
Florida,Connecticut,13989,2006
Florida,Delaware,1685,2006
Florida,District of Columbia ,1340,2006
Florida,Georgia,34679,2006
Florida,Hawaii,4274,2006
Florida,Idaho,1358,2006
Florida,Illinois,26188,2006
Florida,Indiana,13454,2006
Florida,Iowa,2818,2006
Florida,Kansas,2274,2006
Florida,Kentucky,8999,2006
Florida,Louisiana,15995,2006
Florida,Maine,5652,2006
Florida,Maryland,14340,2006
Florida,Massachusetts,27188,2006
Florida,Michigan,30983,2006
Florida,Minnesota,3950,2006
Florida,Mississippi,13291,2006
Florida,Missouri,8085,2006
Florida,Montana,713,2006
Florida,Nebraska,1390,2006
Florida,Nevada,4163,2006
Florida,New Hampshire,3284,2006
Florida,New Jersey,36055,2006
Florida,New Mexico,2131,2006
Florida,New York,87576,2006
Florida,North Carolina,23862,2006
Florida,North Dakota,402,2006
Florida,Ohio,21113,2006
Florida,Oklahoma,1783,2006
Florida,Oregon,2323,2006
Florida,Pennsylvania,21007,2006
Florida,Rhode Island,2071,2006
Florida,South Carolina,9728,2006
Florida,South Dakota,422,2006
Florida,Tennessee,12387,2006
Florida,Texas,30708,2006
Florida,Utah,2250,2006
Florida,Vermont,2404,2006
Florida,Virginia,19783,2006
Florida,Washington,5452,2006
Florida,West Virginia,3592,2006
Florida,Wisconsin,9286,2006
Florida,Wyoming,389,2006
Georgia,Alabama,14873,2006
Georgia,Alaska,2232,2006
Georgia,Arizona,5024,2006
Georgia,Arkansas,2851,2006
Georgia,California,24662,2006
Georgia,Colorado,3450,2006
Georgia,Connecticut,5580,2006
Georgia,Delaware,2081,2006
Georgia,District of Columbia ,1860,2006
Georgia,Florida,75182,2006
Georgia,Hawaii,1120,2006
Georgia,Idaho,457,2006
Georgia,Illinois,13676,2006
Georgia,Indiana,6948,2006
Georgia,Iowa,2568,2006
Georgia,Kansas,1862,2006
Georgia,Kentucky,4506,2006
Georgia,Louisiana,19472,2006
Georgia,Maine,1269,2006
Georgia,Maryland,6731,2006
Georgia,Massachusetts,5068,2006
Georgia,Michigan,5167,2006
Georgia,Minnesota,2945,2006
Georgia,Mississippi,5336,2006
Georgia,Missouri,5232,2006
Georgia,Montana,1159,2006
Georgia,Nebraska,1547,2006
Georgia,Nevada,2120,2006
Georgia,New Hampshire,845,2006
Georgia,New Jersey,9684,2006
Georgia,New Mexico,337,2006
Georgia,New York,26759,2006
Georgia,North Carolina,17226,2006
Georgia,North Dakota,295,2006
Georgia,Ohio,8254,2006
Georgia,Oklahoma,3337,2006
Georgia,Oregon,1198,2006
Georgia,Pennsylvania,8690,2006
Georgia,Rhode Island,778,2006
Georgia,South Carolina,16774,2006
Georgia,South Dakota,634,2006
Georgia,Tennessee,14737,2006
Georgia,Texas,16121,2006
Georgia,Utah,711,2006
Georgia,Vermont,542,2006
Georgia,Virginia,12772,2006
Georgia,Washington,3886,2006
Georgia,West Virginia,3206,2006
Georgia,Wisconsin,4028,2006
Georgia,Wyoming,380,2006
Hawaii,Alabama,332,2006
Hawaii,Alaska,2906,2006
Hawaii,Arizona,1718,2006
Hawaii,Arkansas,0,2006
Hawaii,California,14459,2006
Hawaii,Colorado,2254,2006
Hawaii,Connecticut,627,2006
Hawaii,Delaware,0,2006
Hawaii,District of Columbia ,262,2006
Hawaii,Florida,2456,2006
Hawaii,Georgia,2250,2006
Hawaii,Idaho,0,2006
Hawaii,Illinois,1996,2006
Hawaii,Indiana,351,2006
Hawaii,Iowa,148,2006
Hawaii,Kansas,496,2006
Hawaii,Kentucky,705,2006
Hawaii,Louisiana,238,2006
Hawaii,Maine,443,2006
Hawaii,Maryland,459,2006
Hawaii,Massachusetts,506,2006
Hawaii,Michigan,193,2006
Hawaii,Minnesota,529,2006
Hawaii,Mississippi,251,2006
Hawaii,Missouri,284,2006
Hawaii,Montana,461,2006
Hawaii,Nebraska,46,2006
Hawaii,Nevada,1383,2006
Hawaii,New Hampshire,500,2006
Hawaii,New Jersey,745,2006
Hawaii,New Mexico,989,2006
Hawaii,New York,2654,2006
Hawaii,North Carolina,1785,2006
Hawaii,North Dakota,0,2006
Hawaii,Ohio,674,2006
Hawaii,Oklahoma,744,2006
Hawaii,Oregon,1487,2006
Hawaii,Pennsylvania,1956,2006
Hawaii,Rhode Island,425,2006
Hawaii,South Carolina,560,2006
Hawaii,South Dakota,201,2006
Hawaii,Tennessee,666,2006
Hawaii,Texas,4405,2006
Hawaii,Utah,288,2006
Hawaii,Vermont,0,2006
Hawaii,Virginia,3423,2006
Hawaii,Washington,3212,2006
Hawaii,West Virginia,0,2006
Hawaii,Wisconsin,257,2006
Hawaii,Wyoming,101,2006
Idaho,Alabama,170,2006
Idaho,Alaska,995,2006
Idaho,Arizona,3178,2006
Idaho,Arkansas,225,2006
Idaho,California,13537,2006
Idaho,Colorado,3428,2006
Idaho,Connecticut,58,2006
Idaho,Delaware,0,2006
Idaho,District of Columbia ,226,2006
Idaho,Florida,1428,2006
Idaho,Georgia,111,2006
Idaho,Hawaii,786,2006
Idaho,Illinois,607,2006
Idaho,Indiana,86,2006
Idaho,Iowa,2416,2006
Idaho,Kansas,582,2006
Idaho,Kentucky,382,2006
Idaho,Louisiana,93,2006
Idaho,Maine,83,2006
Idaho,Maryland,177,2006
Idaho,Massachusetts,0,2006
Idaho,Michigan,488,2006
Idaho,Minnesota,875,2006
Idaho,Mississippi,483,2006
Idaho,Missouri,807,2006
Idaho,Montana,3386,2006
Idaho,Nebraska,162,2006
Idaho,Nevada,3058,2006
Idaho,New Hampshire,471,2006
Idaho,New Jersey,0,2006
Idaho,New Mexico,203,2006
Idaho,New York,273,2006
Idaho,North Carolina,273,2006
Idaho,North Dakota,247,2006
Idaho,Ohio,1356,2006
Idaho,Oklahoma,337,2006
